dataset,model,method,method_label,track,train_per_class,train_labels,dev_labels,status,n_test,accuracy,accuracy_ci_low,accuracy_ci_high,macro_f1,macro_f1_ci_low,macro_f1_ci_high,n_groups,n_failures,probability_coverage,n_probability_rows,log_loss,brier_sum,ece_15_equal_width,latency_p50_s,latency_p95_s,training_seconds,requested_model,resolved_models,requested_revision,resolved_revisions,inference_dtypes,devices,training_dtype,training_quantized_4bit,probability_kinds,output_protocol,run_id,source_path,manifest_sha256,config
titanic,Qwen/Qwen2.5-0.5B-Instruct,zero_shot,zero-shot,zero/matched labels,0,0,0,complete,262,0.6183206106870229,0.5439330543933054,0.6908430078456319,0.38207547169811323,0.3523035230352303,0.40857903690072817,218,0,1.0,262,0.7380841518250465,0.5285313476528684,0.16405414481094804,0.200854790979065,0.2976746666769031,,Qwen/Qwen2.5-0.5B-Instruct,[],7ae557604adf67be50417f59c2c2f167def9a775,"[""7ae557604adf67be50417f59c2c2f167def9a775""]","[""float16""]","[""mps""]",,,"[""label_sequence_likelihood_normalized""]",restricted-label likelihood,titanic__Qwen2.5-0.5B-Instruct__df1e72182230,results/tabular/local/titanic__Qwen2.5-0.5B-Instruct__df1e72182230/run.json,ae261664feb1ca83d5bc25b6fe11697a293026c137070369b8afd95cf1c63966,"{""device"": ""mps"", ""max_context_tokens"": 8192, ""model"": ""Qwen/Qwen2.5-0.5B-Instruct"", ""provider"": ""hf"", ""revision"": ""7ae557604adf67be50417f59c2c2f167def9a775"", ""shots_per_class"": 0}"
titanic,Qwen/Qwen2.5-0.5B-Instruct,few_shot,few-shot 4/class,zero/matched labels,4,8,0,complete,262,0.6030534351145038,0.5284439024390244,0.6766672932330827,0.38503204838855287,0.34864798876309167,0.4216455245346519,218,0,1.0,262,0.681663945979885,0.4878160993559636,0.04327473452881693,1.2746213750215247,3.0011858229001516,,Qwen/Qwen2.5-0.5B-Instruct,[],7ae557604adf67be50417f59c2c2f167def9a775,"[""7ae557604adf67be50417f59c2c2f167def9a775""]","[""float16""]","[""mps""]",,,"[""label_sequence_likelihood_normalized""]",restricted-label likelihood,titanic__Qwen2.5-0.5B-Instruct__e4a9d0e76a35,results/tabular/local/titanic__Qwen2.5-0.5B-Instruct__e4a9d0e76a35/run.json,ae261664feb1ca83d5bc25b6fe11697a293026c137070369b8afd95cf1c63966,"{""device"": ""mps"", ""max_context_tokens"": 8192, ""model"": ""Qwen/Qwen2.5-0.5B-Instruct"", ""provider"": ""hf"", ""revision"": ""7ae557604adf67be50417f59c2c2f167def9a775"", ""shots_per_class"": 4}"
titanic,Qwen/Qwen2.5-0.5B-Instruct,lora,LoRA 4/class,zero/matched labels,4,8,0,complete,262,0.6183206106870229,0.5439330543933054,0.6908430078456319,0.38207547169811323,0.3523035230352303,0.40857903690072817,218,0,1.0,262,0.7151977747068836,0.5128645316005109,0.14289827866721666,0.2796392499585636,0.5456844580068718,16.738186083035544,Qwen/Qwen2.5-0.5B-Instruct,[],7ae557604adf67be50417f59c2c2f167def9a775,"[""7ae557604adf67be50417f59c2c2f167def9a775""]","[""float16""]","[""mps""]",float32,False,"[""label_sequence_likelihood_normalized""]",restricted-label likelihood,titanic__Qwen2.5-0.5B-Instruct__aef5dfcf4960,results/tabular/local/titanic__Qwen2.5-0.5B-Instruct__aef5dfcf4960/run.json,ae261664feb1ca83d5bc25b6fe11697a293026c137070369b8afd95cf1c63966,"{""adapter_path"": ""/Users/salimshaikh/Documents/ChatGPT/Applications/jev-classification-benchmark/models/tabular/Qwen2.5-0.5B-Instruct/titanic-k4-s42-lora"", ""device"": ""mps"", ""max_context_tokens"": 8192, ""model"": ""Qwen/Qwen2.5-0.5B-Instruct"", ""provider"": ""hf"", ""revision"": ""7ae557604adf67be50417f59c2c2f167def9a775"", ""shots_per_class"": 0}"
titanic,Qwen/Qwen3-4B-Instruct-2507,zero_shot,zero-shot,zero/matched labels,0,0,0,complete,262,0.6450381679389313,0.5731225296442688,0.7212650677130903,0.6449916223501129,0.56931559011763,0.7168796125599598,218,0,1.0,262,4.187691759087467,0.7062397796568218,0.35208487153662815,0.21295077200011292,0.2175774521500216,,Qwen/Qwen3-4B-Instruct-2507,[],cdbee75f17c01a7cc42f958dc650907174af0554,"[""cdbee75f17c01a7cc42f958dc650907174af0554""]","[""float16""]","[""cuda""]",,,"[""label_sequence_likelihood_normalized""]",restricted-label likelihood,titanic__Qwen3-4B-Instruct-2507__bc3feaefd6e3,results/tabular/colab/titanic__Qwen3-4B-Instruct-2507__bc3feaefd6e3/run.json,ae261664feb1ca83d5bc25b6fe11697a293026c137070369b8afd95cf1c63966,"{""device"": ""cuda"", ""max_context_tokens"": 8192, ""model"": ""Qwen/Qwen3-4B-Instruct-2507"", ""provider"": ""hf"", ""revision"": ""cdbee75f17c01a7cc42f958dc650907174af0554"", ""shots_per_class"": 0}"
titanic,Qwen/Qwen3-4B-Instruct-2507,few_shot,few-shot 4/class,zero/matched labels,4,8,0,complete,262,0.5381679389312977,0.4478074973562338,0.6218513014962083,0.5307231144992969,0.4393190219388765,0.6135807360014329,218,0,1.0,262,3.9255691552980134,0.885594546369356,0.44584832261973295,1.7877291944998888,1.8169823107503134,,Qwen/Qwen3-4B-Instruct-2507,[],cdbee75f17c01a7cc42f958dc650907174af0554,"[""cdbee75f17c01a7cc42f958dc650907174af0554""]","[""float16""]","[""cuda""]",,,"[""label_sequence_likelihood_normalized""]",restricted-label likelihood,titanic__Qwen3-4B-Instruct-2507__1d84babc1c9c,results/tabular/colab/titanic__Qwen3-4B-Instruct-2507__1d84babc1c9c/run.json,ae261664feb1ca83d5bc25b6fe11697a293026c137070369b8afd95cf1c63966,"{""device"": ""cuda"", ""max_context_tokens"": 8192, ""model"": ""Qwen/Qwen3-4B-Instruct-2507"", ""provider"": ""hf"", ""revision"": ""cdbee75f17c01a7cc42f958dc650907174af0554"", ""shots_per_class"": 4}"
titanic,Qwen/Qwen3-4B-Instruct-2507,lora,QLoRA 4/class,zero/matched labels,4,8,0,complete,262,0.6335877862595419,0.5572433749146652,0.7120637306921354,0.6335664335664335,0.5544963110659434,0.7083780327647741,218,0,1.0,262,2.270731049779103,0.6808217151642767,0.3244398952206883,0.28420250849990225,0.30719531020015434,59.76355572400007,Qwen/Qwen3-4B-Instruct-2507,[],cdbee75f17c01a7cc42f958dc650907174af0554,"[""cdbee75f17c01a7cc42f958dc650907174af0554""]","[""float16""]","[""cuda""]",bfloat16,True,"[""label_sequence_likelihood_normalized""]",restricted-label likelihood,titanic__Qwen3-4B-Instruct-2507__47dd7e7dd3cc,results/tabular/colab/titanic__Qwen3-4B-Instruct-2507__47dd7e7dd3cc/run.json,ae261664feb1ca83d5bc25b6fe11697a293026c137070369b8afd95cf1c63966,"{""adapter_path"": ""/content/jev-tabular-80pywlw7/jev-tabular-benchmark/models/tabular/Qwen3-4B-Instruct-2507/titanic-k4-s42-qlora"", ""device"": ""cuda"", ""max_context_tokens"": 8192, ""model"": ""Qwen/Qwen3-4B-Instruct-2507"", ""provider"": ""hf"", ""revision"": ""cdbee75f17c01a7cc42f958dc650907174af0554"", ""shots_per_class"": 0}"
titanic,typesafe/jev-1.13,zero_shot,zero-shot,zero/matched labels,0,0,0,complete,262,0.7709923664122137,0.7119242640075973,0.8282972340858246,0.764346105414643,0.7061020765842208,0.8195755187739718,218,0,1.0,262,0.5097403237238614,0.3234595419847328,0.06687022900763352,1.3796156669850461,4.155652185081269,,typesafe/jev-1.13,"[""typesafe/jev-1.13-20260917""]",,[],[],[],,,"[""jev_choice_distribution""]",native Choice,titanic__jev-1.13__0a3eba74ea4b,results/tabular/hosted/titanic__jev-1.13__0a3eba74ea4b/run.json,ae261664feb1ca83d5bc25b6fe11697a293026c137070369b8afd95cf1c63966,"{""api_key_env"": ""OPENROUTER_API_KEY"", ""base_url"": ""https://openrouter.ai/api/v1"", ""budget_guard"": {""aggregate_authorized_usd"": ""20.00"", ""dataset"": ""titanic"", ""endpoint"": ""https://openrouter.ai/api/v1/systemone"", ""ledger_driver_sha256"": ""3a6447218cba5025fef3aa58eb56d9045bd89173a35c4150544a87e7a55b6f92"", ""ledger_id"": ""c5ed1256-3ca4-4c53-9c63-72705faabd1a"", ""model_key"": ""jev_openrouter"", ""native_protocol"": ""frozen_JevClassifier_Choice"", ""price_source"": ""https://openrouter.ai/typesafe/jev-1.13"", ""price_verified_on"": ""2026-09-22"", ""prior_charged_or_reserved_usd"": ""5.293007000"", ""prior_ledgers"": {""jev-budget.jsonl"": {""cap"": ""2.50"", ""lock_sha256"": ""9dbd526daa535fbaa32584ab840c6d15d87fb655a1c7eea5d200581b3efc8f4d"", ""sha256"": ""2cee1170917a008bf750ac077595ead54f8d55081e9a6f3d8f90e7daa4c822e5""}, ""openai-budget.jsonl"": {""cap"": ""7.50"", ""lock_sha256"": ""a76fae681be49c00a0138b9c3e52274a3cc853fc8f50e27c7917a01defc38278"", ""sha256"": ""81ed86d640896c5775191fc055979fdde4f0a6b906f79e864596ac7007f8352a""}}, ""reserve_checks_included_in_latency"": true, ""response_model_allowlist"": [""typesafe/jev-1.13"", ""typesafe/jev-1.13-20260917""], ""route"": ""OpenRouter"", ""seed"": 42, ""shots_per_class"": 0, ""stage_cap_usd"": ""14.70"", ""tabular_wrapper_sha256"": ""53936be5c051b80cbee74943ec6544f29bc28044d99f5fd20226560f7163b230"", ""wrapper_sha256"": ""12a4e66649a2f9533ba8bb16fd7bd386a0c9dfc808f400b4da2a6df26e5ce89f""}, ""model"": ""typesafe/jev-1.13"", ""provider"": ""jev"", ""shots_per_class"": 0, ""timeout"": 120}"
titanic,typesafe/jev-1.13,few_shot,few-shot 4/class,zero/matched labels,4,8,0,complete,262,0.7442748091603053,0.6904556650246305,0.7991971824305094,0.7358283888635326,0.6792555319437215,0.7881228018119707,218,1,0.9961832061068703,261,0.5405285423120189,0.36041455938697314,0.10256704980842905,0.8632765834918246,1.0160438899241853,,typesafe/jev-1.13,"[""typesafe/jev-1.13-20260917""]",,[],[],[],,,"[""jev_choice_distribution""]",native Choice,titanic__jev-1.13__ca2172a48634,results/tabular/hosted/titanic__jev-1.13__ca2172a48634/run.json,ae261664feb1ca83d5bc25b6fe11697a293026c137070369b8afd95cf1c63966,"{""api_key_env"": ""OPENROUTER_API_KEY"", ""base_url"": ""https://openrouter.ai/api/v1"", ""budget_guard"": {""aggregate_authorized_usd"": ""20.00"", ""dataset"": ""titanic"", ""endpoint"": ""https://openrouter.ai/api/v1/systemone"", ""ledger_driver_sha256"": ""3a6447218cba5025fef3aa58eb56d9045bd89173a35c4150544a87e7a55b6f92"", ""ledger_id"": ""c5ed1256-3ca4-4c53-9c63-72705faabd1a"", ""model_key"": ""jev_openrouter"", ""native_protocol"": ""frozen_JevClassifier_Choice"", ""price_source"": ""https://openrouter.ai/typesafe/jev-1.13"", ""price_verified_on"": ""2026-09-22"", ""prior_charged_or_reserved_usd"": ""5.293007000"", ""prior_ledgers"": {""jev-budget.jsonl"": {""cap"": ""2.50"", ""lock_sha256"": ""9dbd526daa535fbaa32584ab840c6d15d87fb655a1c7eea5d200581b3efc8f4d"", ""sha256"": ""2cee1170917a008bf750ac077595ead54f8d55081e9a6f3d8f90e7daa4c822e5""}, ""openai-budget.jsonl"": {""cap"": ""7.50"", ""lock_sha256"": ""a76fae681be49c00a0138b9c3e52274a3cc853fc8f50e27c7917a01defc38278"", ""sha256"": ""81ed86d640896c5775191fc055979fdde4f0a6b906f79e864596ac7007f8352a""}}, ""reserve_checks_included_in_latency"": true, ""response_model_allowlist"": [""typesafe/jev-1.13"", ""typesafe/jev-1.13-20260917""], ""route"": ""OpenRouter"", ""seed"": 42, ""shots_per_class"": 4, ""stage_cap_usd"": ""14.70"", ""tabular_wrapper_sha256"": ""53936be5c051b80cbee74943ec6544f29bc28044d99f5fd20226560f7163b230"", ""wrapper_sha256"": ""12a4e66649a2f9533ba8bb16fd7bd386a0c9dfc808f400b4da2a6df26e5ce89f""}, ""model"": ""typesafe/jev-1.13"", ""provider"": ""jev"", ""shots_per_class"": 4, ""timeout"": 120}"
titanic,gpt-5.6-luna,zero_shot,zero-shot,zero/matched labels,0,0,0,complete,262,0.767175572519084,0.7065993422162253,0.8251026012432856,0.7556082269286643,0.6936220201802693,0.8115806600187656,218,0,0.0,0,,,,2.3642548749921843,6.1630684556614135,,gpt-5.6-luna,"[""gpt-5.6-luna""]",,[],[],[],,,"[""unavailable""]",generated numeric label,titanic__gpt-5.6-luna__b5122ec4e50d,results/tabular/hosted/titanic__gpt-5.6-luna__b5122ec4e50d/run.json,ae261664feb1ca83d5bc25b6fe11697a293026c137070369b8afd95cf1c63966,"{""api_key_env"": ""OPENAI_API_KEY"", ""budget_guard"": {""aggregate_authorized_usd"": ""20.00"", ""dataset"": ""titanic"", ""ledger_driver_sha256"": ""3a6447218cba5025fef3aa58eb56d9045bd89173a35c4150544a87e7a55b6f92"", ""ledger_id"": ""c5ed1256-3ca4-4c53-9c63-72705faabd1a"", ""model_key"": ""openai_economical"", ""pricing_sha256"": ""b51594ac146d6546ad57ab770d50f45a97f3c96a585b0400302a5a3b487190a9"", ""prior_charged_or_reserved_usd"": ""5.293007000"", ""prior_ledgers"": {""jev-budget.jsonl"": {""cap"": ""2.50"", ""lock_sha256"": ""9dbd526daa535fbaa32584ab840c6d15d87fb655a1c7eea5d200581b3efc8f4d"", ""sha256"": ""2cee1170917a008bf750ac077595ead54f8d55081e9a6f3d8f90e7daa4c822e5""}, ""openai-budget.jsonl"": {""cap"": ""7.50"", ""lock_sha256"": ""a76fae681be49c00a0138b9c3e52274a3cc853fc8f50e27c7917a01defc38278"", ""sha256"": ""81ed86d640896c5775191fc055979fdde4f0a6b906f79e864596ac7007f8352a""}}, ""seed"": 42, ""shots_per_class"": 0, ""stage_cap_usd"": ""14.70"", ""tabular_wrapper_sha256"": ""53936be5c051b80cbee74943ec6544f29bc28044d99f5fd20226560f7163b230"", ""verified_on"": ""2026-09-22"", ""wrapper_sha256"": ""12a4e66649a2f9533ba8bb16fd7bd386a0c9dfc808f400b4da2a6df26e5ce89f""}, ""max_output_tokens"": 256, ""model"": ""gpt-5.6-luna"", ""provider"": ""openai"", ""reasoning_effort"": ""none"", ""shots_per_class"": 0}"
titanic,gpt-5.6-luna,few_shot,few-shot 4/class,zero/matched labels,4,8,0,complete,262,0.8129770992366412,0.7569693773923912,0.8631188713227937,0.7962836604833463,0.7405331706859171,0.8472398558875871,218,0,0.0,0,,,,1.342419707973022,2.023280168737983,,gpt-5.6-luna,"[""gpt-5.6-luna""]",,[],[],[],,,"[""unavailable""]",generated numeric label,titanic__gpt-5.6-luna__5241c331369c,results/tabular/hosted/titanic__gpt-5.6-luna__5241c331369c/run.json,ae261664feb1ca83d5bc25b6fe11697a293026c137070369b8afd95cf1c63966,"{""api_key_env"": ""OPENAI_API_KEY"", ""budget_guard"": {""aggregate_authorized_usd"": ""20.00"", ""dataset"": ""titanic"", ""ledger_driver_sha256"": ""3a6447218cba5025fef3aa58eb56d9045bd89173a35c4150544a87e7a55b6f92"", ""ledger_id"": ""c5ed1256-3ca4-4c53-9c63-72705faabd1a"", ""model_key"": ""openai_economical"", ""pricing_sha256"": ""b51594ac146d6546ad57ab770d50f45a97f3c96a585b0400302a5a3b487190a9"", ""prior_charged_or_reserved_usd"": ""5.293007000"", ""prior_ledgers"": {""jev-budget.jsonl"": {""cap"": ""2.50"", ""lock_sha256"": ""9dbd526daa535fbaa32584ab840c6d15d87fb655a1c7eea5d200581b3efc8f4d"", ""sha256"": ""2cee1170917a008bf750ac077595ead54f8d55081e9a6f3d8f90e7daa4c822e5""}, ""openai-budget.jsonl"": {""cap"": ""7.50"", ""lock_sha256"": ""a76fae681be49c00a0138b9c3e52274a3cc853fc8f50e27c7917a01defc38278"", ""sha256"": ""81ed86d640896c5775191fc055979fdde4f0a6b906f79e864596ac7007f8352a""}}, ""seed"": 42, ""shots_per_class"": 4, ""stage_cap_usd"": ""14.70"", ""tabular_wrapper_sha256"": ""53936be5c051b80cbee74943ec6544f29bc28044d99f5fd20226560f7163b230"", ""verified_on"": ""2026-09-22"", ""wrapper_sha256"": ""12a4e66649a2f9533ba8bb16fd7bd386a0c9dfc808f400b4da2a6df26e5ce89f""}, ""max_output_tokens"": 256, ""model"": ""gpt-5.6-luna"", ""provider"": ""openai"", ""reasoning_effort"": ""none"", ""shots_per_class"": 4}"
titanic,gpt-6-astra,zero_shot,zero-shot,zero/matched labels,0,0,0,complete,262,0.8282442748091603,0.7730996944232239,0.87633476934992,0.8137882018479032,0.7562070045971567,0.8627542721367694,218,0,0.0,0,,,,2.2696457495330833,9.398733096488282,,gpt-6-astra,"[""gpt-6-astra""]",,[],[],[],,,"[""unavailable""]",generated numeric label,titanic__gpt-6-astra__3dcf7666b968,results/tabular/hosted/titanic__gpt-6-astra__3dcf7666b968/run.json,ae261664feb1ca83d5bc25b6fe11697a293026c137070369b8afd95cf1c63966,"{""api_key_env"": ""OPENAI_API_KEY"", ""budget_guard"": {""aggregate_authorized_usd"": ""20.00"", ""dataset"": ""titanic"", ""ledger_driver_sha256"": ""3a6447218cba5025fef3aa58eb56d9045bd89173a35c4150544a87e7a55b6f92"", ""ledger_id"": ""c5ed1256-3ca4-4c53-9c63-72705faabd1a"", ""model_key"": ""openai_frontier"", ""pricing_sha256"": ""27b33bb81f80a13854f1b0681e9665658b9a47dc5dcb0f1a54a82e9debf5e3e2"", ""prior_charged_or_reserved_usd"": ""5.293007000"", ""prior_ledgers"": {""jev-budget.jsonl"": {""cap"": ""2.50"", ""lock_sha256"": ""9dbd526daa535fbaa32584ab840c6d15d87fb655a1c7eea5d200581b3efc8f4d"", ""sha256"": ""2cee1170917a008bf750ac077595ead54f8d55081e9a6f3d8f90e7daa4c822e5""}, ""openai-budget.jsonl"": {""cap"": ""7.50"", ""lock_sha256"": ""a76fae681be49c00a0138b9c3e52274a3cc853fc8f50e27c7917a01defc38278"", ""sha256"": ""81ed86d640896c5775191fc055979fdde4f0a6b906f79e864596ac7007f8352a""}}, ""seed"": 42, ""shots_per_class"": 0, ""stage_cap_usd"": ""14.70"", ""tabular_wrapper_sha256"": ""53936be5c051b80cbee74943ec6544f29bc28044d99f5fd20226560f7163b230"", ""verified_on"": ""2026-09-22"", ""wrapper_sha256"": ""12a4e66649a2f9533ba8bb16fd7bd386a0c9dfc808f400b4da2a6df26e5ce89f""}, ""max_output_tokens"": 1024, ""model"": ""gpt-6-astra"", ""provider"": ""openai"", ""reasoning_effort"": ""low"", ""shots_per_class"": 0}"
titanic,gpt-6-astra,few_shot,few-shot 4/class,zero/matched labels,4,8,0,complete,262,0.8587786259541985,0.8099165697765767,0.903448275862069,0.8461733762833431,0.7966201042264508,0.8917910376939882,218,0,0.0,0,,,,2.2827454374637455,12.28712271665572,,gpt-6-astra,"[""gpt-6-astra""]",,[],[],[],,,"[""unavailable""]",generated numeric label,titanic__gpt-6-astra__6422a6aaa735,results/tabular/hosted/titanic__gpt-6-astra__6422a6aaa735/run.json,ae261664feb1ca83d5bc25b6fe11697a293026c137070369b8afd95cf1c63966,"{""api_key_env"": ""OPENAI_API_KEY"", ""budget_guard"": {""aggregate_authorized_usd"": ""20.00"", ""dataset"": ""titanic"", ""ledger_driver_sha256"": ""3a6447218cba5025fef3aa58eb56d9045bd89173a35c4150544a87e7a55b6f92"", ""ledger_id"": ""c5ed1256-3ca4-4c53-9c63-72705faabd1a"", ""model_key"": ""openai_frontier"", ""pricing_sha256"": ""27b33bb81f80a13854f1b0681e9665658b9a47dc5dcb0f1a54a82e9debf5e3e2"", ""prior_charged_or_reserved_usd"": ""5.293007000"", ""prior_ledgers"": {""jev-budget.jsonl"": {""cap"": ""2.50"", ""lock_sha256"": ""9dbd526daa535fbaa32584ab840c6d15d87fb655a1c7eea5d200581b3efc8f4d"", ""sha256"": ""2cee1170917a008bf750ac077595ead54f8d55081e9a6f3d8f90e7daa4c822e5""}, ""openai-budget.jsonl"": {""cap"": ""7.50"", ""lock_sha256"": ""a76fae681be49c00a0138b9c3e52274a3cc853fc8f50e27c7917a01defc38278"", ""sha256"": ""81ed86d640896c5775191fc055979fdde4f0a6b906f79e864596ac7007f8352a""}}, ""seed"": 42, ""shots_per_class"": 4, ""stage_cap_usd"": ""14.70"", ""tabular_wrapper_sha256"": ""53936be5c051b80cbee74943ec6544f29bc28044d99f5fd20226560f7163b230"", ""verified_on"": ""2026-09-22"", ""wrapper_sha256"": ""12a4e66649a2f9533ba8bb16fd7bd386a0c9dfc808f400b4da2a6df26e5ce89f""}, ""max_output_tokens"": 1024, ""model"": ""gpt-6-astra"", ""provider"": ""openai"", ""reasoning_effort"": ""low"", ""shots_per_class"": 4}"
breast_cancer,majority,classical_tabular,4/class,zero/matched labels,4,8,0,complete,114,0.37719298245614036,0.2894736842105263,0.4649122807017544,0.27388535031847133,0.22448979591836735,0.31736526946107785,114,0,1.0,114,21.510992316128583,1.2456140350877194,0.6228070175438596,8.286912353676662e-06,8.286912353676662e-06,0.0015984999481588602,majority,[],,[],[],[],,,"[""native_uncalibrated""]",native columns,breast_cancer__native_majority__601690bd324b,results/tabular/classical/breast_cancer__native_majority__601690bd324b/run.json,7d249be2e4fc809c60339c5f398e6beb88fc2ee79b8ff83bf3be7637b05d6980,"{""feature_schema_sha256"": ""dccb941d3c2dd26c810188d94a921f30e11eb1fd90e7f33c5520430628ec7479"", ""input_representation"": ""native_columns"", ""model"": ""majority"", ""native_records_sha256"": ""33c4ac8902f85fe80a496131c8172b2c0a378ee3a992aaa9456ba5b219d785b3"", ""selection"": ""fixed_parameters_no_validation_labels"", ""tabular_classical_sha256"": ""9f929c3695888a11d7bb2a5ebdf383f9de03920d2dfdade4c2ae504d5e9ff214"", ""tabular_data_sha256"": ""339ead1c818e05868d889a8d397a4eac522a3d949a6ea31a08f8b455f45b87a6"", ""train_per_class"": 4}"
breast_cancer,majority,classical_tabular,full training,full training; extra labels,,341,0,complete,114,0.6228070175438597,0.5350877192982456,0.7105263157894737,0.3837837837837838,0.3485714285714286,0.4153846153846154,114,0,1.0,114,13.027784078782101,0.7543859649122807,0.3771929824561403,8.702851023132863e-06,8.702851023132863e-06,0.0020268330117687583,majority,[],,[],[],[],,,"[""native_uncalibrated""]",native columns,breast_cancer__native_majority__025cddc16a1a,results/tabular/classical/breast_cancer__native_majority__025cddc16a1a/run.json,7d249be2e4fc809c60339c5f398e6beb88fc2ee79b8ff83bf3be7637b05d6980,"{""feature_schema_sha256"": ""dccb941d3c2dd26c810188d94a921f30e11eb1fd90e7f33c5520430628ec7479"", ""input_representation"": ""native_columns"", ""model"": ""majority"", ""native_records_sha256"": ""33c4ac8902f85fe80a496131c8172b2c0a378ee3a992aaa9456ba5b219d785b3"", ""selection"": ""fixed_parameters_no_validation_labels"", ""tabular_classical_sha256"": ""9f929c3695888a11d7bb2a5ebdf383f9de03920d2dfdade4c2ae504d5e9ff214"", ""tabular_data_sha256"": ""339ead1c818e05868d889a8d397a4eac522a3d949a6ea31a08f8b455f45b87a6"", ""train_per_class"": null}"
breast_cancer,logistic_regression,classical_tabular,4/class,zero/matched labels,4,8,0,complete,114,0.9473684210526315,0.9035087719298246,0.9824561403508771,0.9434523809523809,0.8934669951575906,0.9816425120772947,114,0,1.0,114,0.15210891183751024,0.0799912447322044,0.062393695276992,1.61553330703132e-05,1.61553330703132e-05,0.0020557499956339598,logistic_regression,[],,[],[],[],,,"[""native_uncalibrated""]",native columns,breast_cancer__native_logistic_regression__55222f2fa251,results/tabular/classical/breast_cancer__native_logistic_regression__55222f2fa251/run.json,7d249be2e4fc809c60339c5f398e6beb88fc2ee79b8ff83bf3be7637b05d6980,"{""feature_schema_sha256"": ""dccb941d3c2dd26c810188d94a921f30e11eb1fd90e7f33c5520430628ec7479"", ""input_representation"": ""native_columns"", ""model"": ""logistic_regression"", ""native_records_sha256"": ""33c4ac8902f85fe80a496131c8172b2c0a378ee3a992aaa9456ba5b219d785b3"", ""selection"": ""fixed_parameters_no_validation_labels"", ""tabular_classical_sha256"": ""9f929c3695888a11d7bb2a5ebdf383f9de03920d2dfdade4c2ae504d5e9ff214"", ""tabular_data_sha256"": ""339ead1c818e05868d889a8d397a4eac522a3d949a6ea31a08f8b455f45b87a6"", ""train_per_class"": 4}"
breast_cancer,logistic_regression,classical_tabular,full training,full training; extra labels,,341,0,complete,114,0.9912280701754386,0.9736842105263158,1.0,0.9907067742724383,0.9705759650037017,1.0,114,0,1.0,114,0.043098294369386336,0.022169144345879854,0.03395375819538514,1.2942245679400993e-05,1.2942245679400993e-05,0.004247542005032301,logistic_regression,[],,[],[],[],,,"[""native_uncalibrated""]",native columns,breast_cancer__native_logistic_regression__438380deafe6,results/tabular/classical/breast_cancer__native_logistic_regression__438380deafe6/run.json,7d249be2e4fc809c60339c5f398e6beb88fc2ee79b8ff83bf3be7637b05d6980,"{""feature_schema_sha256"": ""dccb941d3c2dd26c810188d94a921f30e11eb1fd90e7f33c5520430628ec7479"", ""input_representation"": ""native_columns"", ""model"": ""logistic_regression"", ""native_records_sha256"": ""33c4ac8902f85fe80a496131c8172b2c0a378ee3a992aaa9456ba5b219d785b3"", ""selection"": ""fixed_parameters_no_validation_labels"", ""tabular_classical_sha256"": ""9f929c3695888a11d7bb2a5ebdf383f9de03920d2dfdade4c2ae504d5e9ff214"", ""tabular_data_sha256"": ""339ead1c818e05868d889a8d397a4eac522a3d949a6ea31a08f8b455f45b87a6"", ""train_per_class"": null}"
breast_cancer,rbf_svc,classical_tabular,4/class,zero/matched labels,4,8,0,complete,114,0.9385964912280702,0.8947368421052632,0.9824561403508771,0.9349474199070678,0.8819514513676397,0.9799997344405239,114,0,0.0,0,,,,6.6337718938787775e-06,6.6337718938787775e-06,0.0017115420196205378,rbf_svc,[],,[],[],[],,,"[""none""]",native columns,breast_cancer__native_rbf_svc__a26c1965de9e,results/tabular/classical/breast_cancer__native_rbf_svc__a26c1965de9e/run.json,7d249be2e4fc809c60339c5f398e6beb88fc2ee79b8ff83bf3be7637b05d6980,"{""feature_schema_sha256"": ""dccb941d3c2dd26c810188d94a921f30e11eb1fd90e7f33c5520430628ec7479"", ""input_representation"": ""native_columns"", ""model"": ""rbf_svc"", ""native_records_sha256"": ""33c4ac8902f85fe80a496131c8172b2c0a378ee3a992aaa9456ba5b219d785b3"", ""selection"": ""fixed_parameters_no_validation_labels"", ""tabular_classical_sha256"": ""9f929c3695888a11d7bb2a5ebdf383f9de03920d2dfdade4c2ae504d5e9ff214"", ""tabular_data_sha256"": ""339ead1c818e05868d889a8d397a4eac522a3d949a6ea31a08f8b455f45b87a6"", ""train_per_class"": 4}"
